Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age_Group,Day of week,Time of day
20193022,Qld,10,2019,Sunday,11:00,Multiple,No,No,No,60,Motorcycle rider,Male,38,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Sub-arterial Road,No,No,26_to_39,Weekend,Day
20193154,Qld,10,2019,Sunday,16:00,Single,No,No,No,80,Driver,Male,36,Inner Regional Australia,Sunshine Coast,Noosa (S),Collector Road,No,No,26_to_39,Weekend,Day
20194003,SA,10,2019,Saturday,6:00,Single,No,Yes,No,110,Driver,Male,36,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),National or State Highway,No,No,26_to_39,Weekend,Day
20191063,NSW,10,2019,Saturday,15:00,Multiple,No,No,No,110,Driver,Male,63,Outer Regional Australia,Murray,Balranald,National or State Highway,No,No,40_to_64,Weekend,Day
20193074,Qld,10,2019,Sunday,11:00,Single,No,No,No,80,Driver,Male,48,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Collector Road,No,No,40_to_64,Weekend,Day
20191004,NSW,10,2019,Saturday,17:00,Single,No,No,No,100,Driver,Female,61,Inner Regional Australia,Murray,Greater Hume,Arterial Road,No,No,40_to_64,Weekend,Day
20191029,NSW,10,2019,Sunday,13:00,Multiple,No,No,No,100,Motorcycle rider,Male,55,Inner Regional Australia,Richmond - Tweed,Kyogle,Arterial Road,No,No,40_to_64,Weekend,Day
20191007,NSW,10,2019,Friday,18:00,Multiple,No,No,No,100,Driver,Female,32,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,26_to_39,Weekend,Night
20192195,Vic,10,2019,Sunday,16:00,Single,No,No,No,100,Motorcycle rider,Male,42,Outer Regional Australia,North West,Horsham (RC),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20192169,Vic,10,2019,Sunday,15:00,Multiple,No,No,No,80,Motorcycle rider,Male,67,Major Cities of Australia,Melbourne - South East,Casey (C),Arterial Road,No,No,65_to_74,Weekend,Day
20191170,NSW,10,2019,Sunday,11:00,Multiple,No,No,No,80,Driver,Female,68,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,65_to_74,Weekend,Day
20191018,NSW,10,2019,Sunday,23:00,Multiple,No,No,No,70,Driver,Male,40,Major Cities of Australia,Sydney - Sutherland,Sutherland,Arterial Road,No,No,40_to_64,Weekend,Night
20193133,Qld,10,2019,Saturday,16:00,Single,No,No,No,100,Passenger,Male,80,Outer Regional Australia,Central Queensland,Gladstone (R),Local Road,No,No,75_or_older,Weekend,Day
20193034,Qld,10,2019,Saturday,21:00,Multiple,No,No,No,100,Driver,Male,60,Outer Regional Australia,Wide Bay,Bundaberg (R),Local Road,No,No,40_to_64,Weekend,Night
20193034,Qld,10,2019,Saturday,21:00,Multiple,No,No,No,100,Driver,Male,62,Outer Regional Australia,Wide Bay,Bundaberg (R),Local Road,No,No,40_to_64,Weekend,Night
20195053,WA,10,2019,Tuesday,17:00,Multiple,No,No,No,80,Driver,Male,42,Inner Regional Australia,Bunbury,Busselton (C),Local Road,No,No,40_to_64,Weekday,Day
20191186,NSW,10,2019,Wednesday,9:00,Multiple,No,Yes,No,60,Motorcycle rider,Male,21,Major Cities of Australia,Richmond - Tweed,Tweed,Local Road,No,No,17_to_25,Weekday,Day
20192015,Vic,10,2019,Sunday,3:00,Single,No,Yes,No,100,Passenger,Male,52,Inner Regional Australia,Bendigo,Greater Bendigo (C),National or State Highway,No,No,40_to_64,Weekend,Night
20192011,Vic,10,2019,Wednesday,8:00,Multiple,No,No,No,100,Driver,Female,20,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Sub-arterial Road,No,No,17_to_25,Weekday,Day
20192131,Vic,10,2019,Wednesday,7:00,Single,No,No,No,100,Passenger,Male,25,Outer Regional Australia,North West,Mildura (RC),Local Road,No,No,17_to_25,Weekday,Day
20193058,Qld,10,2019,Thursday,11:00,Single,No,No,No,100,Driver,Male,25,Remote Australia,Central Queensland,Livingstone (S),Sub-arterial Road,No,No,17_to_25,Weekday,Day
20192192,Vic,10,2019,Tuesday,12:00,Multiple,No,Yes,No,100,Motorcycle rider,Male,64,Inner Regional Australia,Bendigo,Greater Bendigo (C),National or State Highway,No,No,40_to_64,Weekday,Day
20192146,Vic,10,2019,Monday,14:00,Multiple,No,No,No,60,Driver,Female,64,Major Cities of Australia,Melbourne - North West,Hume (C),Arterial Road,No,No,40_to_64,Weekday,Day
20195145,WA,10,2019,Thursday,8:00,Single,No,Yes,No,110,Driver,Male,17,Inner Regional Australia,Perth - North East,Swan (C),National or State Highway,No,No,17_to_25,Weekday,Day
20193155,Qld,10,2019,Saturday,19:00,Single,No,No,No,80,Driver,Male,79,Outer Regional Australia,Townsville,Burdekin (S),National or State Highway,No,No,75_or_older,Weekend,Night
20193061,Qld,10,2019,Tuesday,11:00,Multiple,No,No,No,80,Driver,Male,36,Major Cities of Australia,Brisbane - North,Brisbane (C),National or State Highway,No,No,26_to_39,Weekday,Day
20193061,Qld,10,2019,Tuesday,11:00,Multiple,No,No,No,80,Passenger,Male,32,Major Cities of Australia,Brisbane - North,Brisbane (C),National or State Highway,No,No,26_to_39,Weekday,Day
20193094,Qld,10,2019,Tuesday,15:00,Multiple,No,Yes,No,100,Motorcycle rider,Male,35,Major Cities of Australia,Brisbane - North,Brisbane (C),National or State Highway,No,No,26_to_39,Weekday,Day
20194078,SA,10,2019,Friday,10:00,Single,No,No,No,100,Driver,Male,37,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Access road,No,No,26_to_39,Weekday,Day
20191259,NSW,10,2019,Tuesday,7:00,Multiple,Yes,Yes,No,110,Driver,Male,36,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,26_to_39,Weekday,Day
20195144,WA,10,2019,Tuesday,17:00,Single,No,No,No,110,Passenger,Female,28,Very Remote Australia,Western Australia - Outback (North),Ashburton (S),National or State Highway,No,No,26_to_39,Weekday,Day
20195053,WA,10,2019,Tuesday,17:00,Multiple,No,No,No,80,Passenger,Male,35,Inner Regional Australia,Bunbury,Busselton (C),Local Road,No,No,26_to_39,Weekday,Day
20191144,NSW,10,2019,Tuesday,6:00,Multiple,Yes,No,No,80,Motorcycle rider,Male,28,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Access road,No,No,26_to_39,Weekday,Day
20191253,NSW,10,2019,Tuesday,10:00,Single,No,No,No,50,Driver,Female,26,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road,No,No,26_to_39,Weekday,Day
20191210,NSW,10,2019,Friday,7:00,Multiple,No,No,No,100,Driver,Male,59,Remote Australia,Riverina,Carrathool,Sub-arterial Road,No,No,40_to_64,Weekday,Day
20198006,ACT,10,2019,Monday,14:00,Multiple,No,No,No,50,Driver,Female,59,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,No,No,40_to_64,Weekday,Day
20191037,NSW,10,2019,Wednesday,16:00,Multiple,No,No,No,80,Driver,Male,51,Inner Regional Australia,Central Coast,Central Coast,Collector Road,No,No,40_to_64,Weekday,Day
20193102,Qld,10,2019,Tuesday,19:00,Multiple,No,No,No,60,Pedal cyclist,Male,5,Outer Regional Australia,Townsville,Townsville (C),Sub-arterial Road,No,No,0_to_16,Weekday,Night
20195019,WA,10,2019,Thursday,11:00,Single,No,No,No,110,Driver,Male,47,Inner Regional Australia,Western Australia - Wheat Belt,York (S),Arterial Road,No,No,40_to_64,Weekday,Day
20191098,NSW,10,2019,Tuesday,12:00,Multiple,No,Yes,No,80,Motorcycle rider,Male,55,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Arterial Road,No,No,40_to_64,Weekday,Day
20193150,Qld,10,2019,Wednesday,7:00,Multiple,No,No,No,100,Driver,Male,45,Remote Australia,Central Queensland,Central Highlands (R) (Qld),Sub-arterial Road,No,No,40_to_64,Weekday,Day
20192097,Vic,10,2019,Friday,3:00,Single,No,No,No,100,Driver,Male,27,Outer Regional Australia,North West,West Wimmera (S),National or State Highway,No,No,26_to_39,Weekday,Night
20192056,Vic,10,2019,Tuesday,19:00,Single,No,No,No,100,Motorcycle rider,Male,47,Inner Regional Australia,Shepparton,Moira (S),National or State Highway,No,No,40_to_64,Weekday,Night
20193106,Qld,10,2019,Monday,11:00,Single,No,No,No,100,Motorcycle rider,Male,54,Outer Regional Australia,Queensland - Outback,Mareeba (S),Local Road,No,No,40_to_64,Weekday,Day
20191083,NSW,10,2019,Friday,16:00,Multiple,No,No,No,100,Motorcycle rider,Male,56,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Arterial Road,No,No,40_to_64,Weekday,Day
20196023,Tas,10,2019,Friday,0:00,Multiple,No,No,Yes,50,Motorcycle rider,Male,24,Inner Regional Australia,Launceston and North East,Launceston (C),Local Road,No,No,17_to_25,Weekday,Night
20193078,Qld,10,2019,Wednesday,15:00,Multiple,No,No,No,50,Motorcycle rider,Male,51,Major Cities of Australia,Brisbane - South,Brisbane (C),Local Road,No,No,40_to_64,Weekday,Day
20191140,NSW,10,2019,Friday,14:00,Single,No,No,No,80,Driver,Male,67,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Arterial Road,No,No,65_to_74,Weekday,Day
20191204,NSW,10,2019,Tuesday,12:00,Single,No,No,No,80,Motorcycle rider,Male,69,Inner Regional Australia,Richmond - Tweed,Tweed,Sub-arterial Road,No,No,65_to_74,Weekday,Day
20191313,NSW,10,2019,Tuesday,8:00,Multiple,No,Yes,No,100,Pedal cyclist,Female,65,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,National or State Highway,No,No,65_to_74,Weekday,Day
20191123,NSW,10,2019,Monday,22:00,Single,No,No,No,110,Passenger,Male,25,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway,No,No,17_to_25,Weekday,Night
20193060,Qld,10,2019,Tuesday,9:00,Multiple,No,Yes,No,100,Driver,Male,69,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,65_to_74,Weekday,Day
20195059,WA,10,2019,Wednesday,16:00,Multiple,No,No,No,110,Motorcycle rider,Male,72,Major Cities of Australia,Perth - South East,South Perth (C),National or State Highway,No,No,65_to_74,Weekday,Day
20192208,Vic,10,2019,Thursday,15:00,Multiple,No,No,No,100,Passenger,Female,68,Major Cities of Australia,Melbourne - North West,Hume (C),Arterial Road,No,No,65_to_74,Weekday,Day
20192208,Vic,10,2019,Thursday,15:00,Multiple,No,No,No,100,Driver,Male,69,Major Cities of Australia,Melbourne - North West,Hume (C),Arterial Road,No,No,65_to_74,Weekday,Day
20192235,Vic,10,2019,Monday,11:00,Single,No,Yes,No,100,Driver,Male,65,Inner Regional Australia,Hume,Towong (S),Arterial Road,No,No,65_to_74,Weekday,Day
20192179,Vic,10,2019,Wednesday,20:00,Multiple,Yes,No,No,100,Passenger,Female,22,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No,17_to_25,Weekday,Night
20194062,SA,10,2019,Thursday,9:00,Single,No,No,No,10,Driver,Female,80,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Local Road,No,No,75_or_older,Weekday,Day
20193111,Qld,10,2019,Monday,22:00,Single,No,No,No,60,Driver,Male,32,Major Cities of Australia,Brisbane - North,Brisbane (C),National or State Highway,No,No,26_to_39,Weekday,Night
20193130,Qld,10,2019,Friday,7:00,Multiple,No,No,No,60,Driver,Female,78,Major Cities of Australia,Gold Coast,Gold Coast (C),Collector Road,No,No,75_or_older,Weekday,Day
20191301,NSW,10,2019,Wednesday,23:00,Single,No,No,No,110,Driver,Male,28,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway,No,No,26_to_39,Weekday,Night
20193021,Qld,10,2019,Thursday,2:00,Single,No,No,No,60,Driver,Male,29,Major Cities of Australia,Sunshine Coast,Noosa (S),Sub-arterial Road,No,No,26_to_39,Weekday,Night
20192148,Vic,10,2019,Thursday,21:00,Multiple,No,No,No,100,Pedestrian,Female,64,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),National or State Highway,No,No,40_to_64,Weekday,Night
20192119,Vic,10,2019,Friday,7:00,Multiple,No,No,No,100,Driver,Male,76,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Local Road,No,No,75_or_older,Weekday,Day
20191131,NSW,10,2019,Thursday,0:00,Multiple,No,No,Yes,110,Driver,Male,42,Remote Australia,Far West and Orana,Unincorporated,National or State Highway,No,No,40_to_64,Weekday,Night
20192078,Vic,10,2019,Saturday,3:00,Single,No,No,No,80,Pedestrian,Male,20,Inner Regional Australia,Ballarat,Ballarat (C),Local Road,No,No,17_to_25,Weekend,Night
20192206,Vic,10,2019,Sunday,22:00,Single,No,No,No,70,Pedestrian,Male,27,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,26_to_39,Weekend,Night
20194009,SA,10,2019,Saturday,14:00,Single,No,No,No,50,Pedestrian,Female,2,Inner Regional Australia,South Australia - South East,Yankalilla (DC),Arterial Road,No,No,0_to_16,Weekend,Day
20191141,NSW,10,2019,Saturday,22:00,Single,No,No,No,70,Pedestrian,Male,31,Inner Regional Australia,Riverina,Wagga Wagga,Local Road,No,No,26_to_39,Weekend,Night
20194001,SA,10,2019,Saturday,23:00,Single,No,No,No,80,Pedestrian,Female,59,Major Cities of Australia,Adelaide - South,Onkaparinga (C),National or State Highway,No,No,40_to_64,Weekend,Night
20192055,Vic,10,2019,Monday,10:00,Single,No,No,No,100,Pedestrian,Male,57,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),National or State Highway,No,No,40_to_64,Weekday,Day
20194070,SA,10,2019,Saturday,20:00,Single,No,No,No,60,Pedestrian,Male,78,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield (C),Arterial Road,No,No,75_or_older,Weekend,Night
20191311,NSW,10,2019,Thursday,12:00,Single,No,No,No,60,Pedestrian,Male,21,Major Cities of Australia,Sydney - South West,Camden,Sub-arterial Road,No,No,17_to_25,Weekday,Day
20194027,SA,10,2019,Friday,0:00,Single,No,No,Yes,50,Pedestrian,Male,51,Inner Regional Australia,South Australia - South East,Mount Gambier (C),Collector Road,No,No,40_to_64,Weekday,Night
20191264,NSW,10,2019,Wednesday,6:00,Single,No,No,No,50,Pedestrian,Female,81,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Access road,No,No,75_or_older,Weekday,Day
20193149,Qld,10,2019,Thursday,17:00,Single,No,No,No,60,Pedestrian,Male,86,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Local Road,No,No,75_or_older,Weekday,Day
20192160,Vic,10,2019,Thursday,5:00,Single,No,No,No,60,Pedestrian,Male,36,Major Cities of Australia,Geelong,Greater Geelong (C),Sub-arterial Road,No,No,26_to_39,Weekday,Night
20191323,NSW,10,2019,Sunday,6:00,Single,No,No,No,50,Driver,Female,38,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Arterial Road,No,No,26_to_39,Weekend,Day
20192150,Vic,9,2019,Sunday,23:00,Single,No,No,No,50,Driver,Male,19,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Local Road,No,No,17_to_25,Weekend,Night
20192210,Vic,9,2019,Sunday,19:00,Multiple,No,No,No,80,Passenger,Female,19,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No,17_to_25,Weekend,Night
20192210,Vic,9,2019,Sunday,19:00,Multiple,No,No,No,80,Driver,Male,21,Major Cities of Australia,Melbourne - South East,Monash (C),Arterial Road,No,No,17_to_25,Weekend,Night
20192125,Vic,9,2019,Saturday,21:00,Single,No,No,No,100,Passenger,Male,17,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No,17_to_25,Weekend,Night
20192125,Vic,9,2019,Saturday,21:00,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No,17_to_25,Weekend,Night
20191071,NSW,9,2019,Saturday,4:00,Single,No,No,Yes,100,Driver,Male,43,Outer Regional Australia,Central West,Bland,National or State Highway,No,No,40_to_64,Weekend,Night
20193128,Qld,9,2019,Saturday,20:00,Single,No,No,No,100,Passenger,Male,30,Very Remote Australia,Queensland - Outback,Burke (S),Sub-arterial Road,No,No,26_to_39,Weekend,Night
20191283,NSW,9,2019,Friday,23:00,Multiple,No,No,No,70,Passenger,Female,25,Major Cities of Australia,Sydney - Parramatta,Parramatta,Arterial Road,No,No,17_to_25,Weekend,Night
20195061,WA,9,2019,Wednesday,20:00,Multiple,No,No,No,60,Driver,Male,35,Major Cities of Australia,Perth - South West,Rockingham (C),Arterial Road,No,No,26_to_39,Weekday,Night
20191067,NSW,9,2019,Wednesday,20:00,Single,No,No,No,110,Driver,Male,57,Very Remote Australia,Far West and Orana,Central Darling,National or State Highway,No,No,40_to_64,Weekday,Night
20192225,Vic,9,2019,Saturday,21:00,Multiple,No,Yes,No,50,Driver,Male,68,Major Cities of Australia,Melbourne - South East,Casey (C),Local Road,No,No,65_to_74,Weekend,Night
20192134,Vic,9,2019,Wednesday,5:00,Multiple,No,No,Yes,100,Driver,Male,30,Outer Regional Australia,North West,Swan Hill (RC),National or State Highway,No,No,26_to_39,Weekday,Night
20193081,Qld,9,2019,Monday,19:00,Single,No,No,No,100,Motorcycle rider,Male,42,Inner Regional Australia,Ipswich,Somerset (R),Sub-arterial Road,No,No,40_to_64,Weekday,Night
20191216,NSW,9,2019,Friday,2:00,Multiple,No,No,No,70,Driver,Female,45,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Arterial Road,No,No,40_to_64,Weekday,Night
20195083,WA,9,2019,Monday,22:00,Multiple,No,No,Yes,110,Driver,Male,53,Outer Regional Australia,Western Australia - Outback (South),Irwin (S),National or State Highway,No,No,40_to_64,Weekday,Night
20192139,Vic,9,2019,Saturday,12:00,Single,No,No,No,50,Passenger,Female,32,Major Cities of Australia,Melbourne - West,Brimbank (C),Local Road,No,No,26_to_39,Weekend,Day
20191275,NSW,9,2019,Sunday,17:00,Single,No,No,No,100,Driver,Male,51,Inner Regional Australia,Capital Region,Queanbeyan-Palerang Regional,Sub-arterial Road,No,No,40_to_64,Weekend,Day
20191036,NSW,9,2019,Sunday,15:00,Single,No,No,No,100,Passenger,Male,17,Inner Regional Australia,Central West,Cowra,Arterial Road,No,No,17_to_25,Weekend,Day
20193101,Qld,9,2019,Sunday,21:00,Single,No,No,No,100,Driver,Male,19,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Sub-arterial Road,No,No,17_to_25,Weekend,Night
20192058,Vic,9,2019,Sunday,12:00,Single,No,No,No,100,Driver,Male,18,Inner Regional Australia,Bendigo,Loddon (S),Sub-arterial Road,No,No,17_to_25,Weekend,Day
20195062,WA,9,2019,Sunday,11:00,Multiple,No,No,No,60,Driver,Male,55,Major Cities of Australia,Perth - South East,Kalamunda (C),Arterial Road,No,No,40_to_64,Weekend,Day
20193092,Qld,9,2019,Sunday,15:00,Multiple,No,No,No,100,Driver,Male,19,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Sub-arterial Road,No,No,17_to_25,Weekend,Day
20191273,NSW,9,2019,Sunday,11:00,Single,No,No,No,60,Motorcycle pillion passenger,Female,22,Major Cities of Australia,Sydney - Inner South West,Georges River,Arterial Road,No,No,17_to_25,Weekend,Day
20193178,Qld,9,2019,Sunday,12:00,Single,No,No,No,80,Motorcycle rider,Male,22,Outer Regional Australia,Cairns,Cairns (R),National or State Highway,No,No,17_to_25,Weekend,Day
20191056,NSW,9,2019,Sunday,16:00,Multiple,No,No,No,80,Motorcycle rider,Male,24,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road,No,No,17_to_25,Weekend,Day
20191244,NSW,9,2019,Saturday,9:00,Single,No,No,No,100,Driver,Female,23,Inner Regional Australia,Riverina,Junee,Arterial Road,No,No,17_to_25,Weekend,Day
20195036,WA,9,2019,Sunday,13:00,Multiple,Yes,No,No,100,Driver,Female,24,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan (S),Arterial Road,No,No,17_to_25,Weekend,Day
20195036,WA,9,2019,Sunday,13:00,Multiple,Yes,No,No,100,Passenger,Female,23,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan (S),Arterial Road,No,No,17_to_25,Weekend,Day
20191273,NSW,9,2019,Sunday,11:00,Single,No,No,No,60,Motorcycle rider,Male,33,Major Cities of Australia,Sydney - Inner South West,Georges River,Arterial Road,No,No,26_to_39,Weekend,Day
20193169,Qld,9,2019,Saturday,8:00,Multiple,No,No,No,100,Pedal cyclist,Male,62,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Sub-arterial Road,No,No,40_to_64,Weekend,Day
20194005,SA,9,2019,Saturday,13:00,Single,No,No,No,50,Driver,Male,46,Major Cities of Australia,Adelaide - North,Playford (C),Local Road,No,No,40_to_64,Weekend,Day
20196015,Tas,9,2019,Saturday,14:00,Multiple,No,No,No,50,Driver,Male,60,Outer Regional Australia,West and North West,Burnie (C),Local Road,No,No,40_to_64,Weekend,Day
20191233,NSW,9,2019,Saturday,14:00,Multiple,No,No,No,100,Motorcycle rider,Male,47,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Arterial Road,No,No,40_to_64,Weekend,Day
20191190,NSW,9,2019,Sunday,11:00,Multiple,No,No,No,80,Passenger,Female,79,Inner Regional Australia,Richmond - Tweed,Byron,Arterial Road,No,No,75_or_older,Weekend,Day
20191190,NSW,9,2019,Sunday,11:00,Multiple,No,No,No,80,Driver,Male,80,Inner Regional Australia,Richmond - Tweed,Byron,Arterial Road,No,No,75_or_older,Weekend,Day
20191156,NSW,9,2019,Saturday,13:00,Multiple,No,No,No,80,Driver,Male,79,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Arterial Road,No,No,75_or_older,Weekend,Day
20191195,NSW,9,2019,Monday,15:00,Multiple,No,No,No,100,Motorcycle rider,Male,39,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road,No,No,26_to_39,Weekday,Day
20191110,NSW,9,2019,Thursday,17:00,Single,No,No,No,80,Driver,Male,17,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Local Road,No,No,17_to_25,Weekday,Day
20192135,Vic,9,2019,Friday,13:00,Single,No,No,No,60,Driver,Male,23,Major Cities of Australia,Melbourne - North West,Hume (C),Collector Road,No,No,17_to_25,Weekday,Day
20192059,Vic,9,2019,Friday,10:00,Single,No,No,No,,Driver,Male,22,Outer Regional Australia,Latrobe - Gippsland,Baw Baw (S),Access road,No,No,17_to_25,Weekday,Day
20192237,Vic,9,2019,Friday,14:00,Multiple,No,No,No,100,Passenger,Female,23,Inner Regional Australia,Shepparton,Moira (S),National or State Highway,No,No,17_to_25,Weekday,Day
20191127,NSW,9,2019,Friday,19:00,Single,No,No,No,100,Passenger,Male,72,Inner Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,65_to_74,Weekend,Night
20192237,Vic,9,2019,Friday,14:00,Multiple,No,No,No,100,Passenger,Male,39,Inner Regional Australia,Shepparton,Moira (S),National or State Highway,No,No,26_to_39,Weekday,Day
20192065,Vic,9,2019,Tuesday,6:00,Single,No,No,No,80,Driver,Male,31,Inner Regional Australia,Bendigo,Macedon Ranges (S),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20193144,Qld,9,2019,Friday,12:00,Single,No,No,No,80,Driver,Male,19,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Local Road,No,No,17_to_25,Weekday,Day
20192159,Vic,9,2019,Tuesday,15:00,Single,No,No,No,50,Motorcycle rider,Male,62,Inner Regional Australia,Shepparton,Greater Shepparton (C),Local Road,No,No,40_to_64,Weekday,Day
20192071,Vic,9,2019,Thursday,10:00,Multiple,No,No,No,70,Motorcycle rider,Male,55,Major Cities of Australia,Melbourne - West,Brimbank (C),Arterial Road,No,No,40_to_64,Weekday,Day
20194090,SA,9,2019,Tuesday,10:00,Single,No,No,No,60,Driver,Male,23,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Sub-arterial Road,No,No,17_to_25,Weekday,Day
20197011,NT,9,2019,Friday,9:00,Single,No,No,No,110,Motorcycle rider,Male,19,Very Remote Australia,Northern Territory - Outback,Victoria Daly (R),Access road,No,No,17_to_25,Weekday,Day
20192059,Vic,9,2019,Friday,10:00,Single,No,No,No,,Passenger,Female,21,Outer Regional Australia,Latrobe - Gippsland,Baw Baw (S),Access road,No,No,17_to_25,Weekday,Day
20191143,NSW,9,2019,Monday,16:00,Multiple,No,No,No,80,Driver,Female,34,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Collector Road,No,No,26_to_39,Weekday,Day
20193031,Qld,9,2019,Monday,11:00,Multiple,No,No,No,100,Driver,Male,34,Outer Regional Australia,Wide Bay,North Burnett (R),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20193011,Qld,9,2019,Monday,15:00,Single,No,No,No,70,Motorcycle rider,Male,31,Major Cities of Australia,Brisbane - East,Redland (C),Sub-arterial Road,No,No,26_to_39,Weekday,Day
20193006,Qld,9,2019,Wednesday,0:00,Multiple,No,No,Yes,70,Driver,Male,19,Major Cities of Australia,Brisbane - North,Brisbane (C),Collector Road,No,No,17_to_25,Weekday,Night
20191075,NSW,9,2019,Thursday,2:00,Multiple,No,No,Yes,60,Driver,Male,24,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,National or State Highway,No,No,17_to_25,Weekday,Night
20191277,NSW,9,2019,Monday,15:00,Single,No,No,No,60,Driver,Male,43,Major Cities of Australia,Sydney - Outer South West,Campbelltown,Arterial Road,No,No,40_to_64,Weekday,Day
20194034,SA,9,2019,Wednesday,21:00,Single,No,No,No,110,Driver,Male,19,Outer Regional Australia,South Australia - South East,Loxton Waikerie (DC),Sub-arterial Road,No,No,17_to_25,Weekday,Night
20191258,NSW,9,2019,Friday,10:00,Single,No,No,No,50,Driver,Female,51,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Local Road,No,No,40_to_64,Weekday,Day
20193080,Qld,9,2019,Tuesday,13:00,Multiple,No,No,Yes,100,Driver,Male,53,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),National or State Highway,No,No,40_to_64,Weekday,Day
20193068,Qld,9,2019,Wednesday,13:00,Multiple,No,No,No,110,Motorcycle rider,Male,61,Remote Australia,Darling Downs - Maranoa,Western Downs (R),National or State Highway,No,No,40_to_64,Weekday,Day
20193171,Qld,9,2019,Tuesday,7:00,Multiple,No,No,No,100,Driver,Female,62,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,40_to_64,Weekday,Day
20196007,Tas,9,2019,Thursday,20:00,Single,No,No,No,50,Driver,Female,49,Inner Regional Australia,Hobart,Hobart (C),Local Road,No,No,40_to_64,Weekday,Night
20191261,NSW,9,2019,Tuesday,6:00,Single,No,No,No,110,Driver,Male,43,Very Remote Australia,Far West and Orana,Brewarrina,National or State Highway,No,No,40_to_64,Weekday,Day
20193023,Qld,9,2019,Tuesday,12:00,Single,No,No,No,100,Motorcycle rider,Male,63,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs (R),Local Road,No,No,40_to_64,Weekday,Day
